姓名,性别,民族,出生年月,籍贯,现任职务,党派,代表团,学历,学位,毕业院校,专业
何慧星,男,汉族,1957年11月,陕西洋县,全国人大代表,中共,新疆,中央党校研究生,农学学士,中央党校,中共党史专业
沙尔合提·阿汗,男,哈萨克族,1961年11月,新疆福海,全国人大代表,中共,新疆,中央党校研究生,,中央党校研究生院,经济管理专业
沈岩,男,汉族,1951年10月,北京市,全国人大教育科学文化卫生委员会委员，国家自然科学基金委员会副主任、党组成员，中国科学技术协会副主席，中国科学院院士，北京协和医学院基础医学院院长,中共,新疆,研究生,理学硕士,中国协和医科大学,生物化学专业
张春贤,男,汉族,1953年5月,河南禹州,全国人大代表,中共,新疆,在职研究生,管理学硕士,哈尔滨工业大学,管理科学与工程专业
阿不都拉·阿巴斯,男,塔塔尔族,1951年10月,新疆乌鲁木齐,全国人大代表,中共,新疆,大学普通班,,新疆大学,生物学专业
阿不都热克甫·吐木尼牙孜,男,维吾尔族,1962年7月,新疆鄯善,全国人大代表,,新疆,,,,
阿迪力·吾休尔,男,维吾尔族,1971年7月,新疆喀什,全国人大代表,,新疆,大专,,新疆职业大学,翻译专业
努尔·白克力,男,维吾尔族,1961年8月,新疆博乐,全国人大代表,中共,新疆,中央党校研究生,哲学学士,中央党校三年制研究生班,
武钢,男,汉族,1958年10月,山西河津,全国人大代表,中共,新疆,在职研究生,工学学士,大连理工大学,控制与控制理论专业
迪丽娜尔·阿不都拉,女,维吾尔族,1966年4月,新疆乌鲁木齐,全国人大代表,,新疆,,,中国艺术研究院,在职研究生
赵青,男,汉族,1961年10月,山东平阴,全国人大代表,中共,新疆,在职研究生,,中国社会科学院研究生院,经济管理专业
哈丽丹·阿不都卡德尔,女,维吾尔族,1965年11月,新疆塔城,全国人大代表,中共,新疆,大学,工学学士,新疆石油学院,地质专业
哈斯也提·艾力,女,维吾尔族,1959年1月,新疆鄯善,全国人大代表,中共,新疆,大学,,新疆大学,维吾尔语言文学专业
秦忠,男,汉族,1967年8月,江苏灌云,全国人大代表,中共,新疆,高中,,,
热汗古丽·依米尔,女,维吾尔族,1989年2月,新疆阿克陶,全国人大代表,,新疆,在职大学,,新疆职业大学在读学生,
热孜万古丽·加马力,女,维吾尔族,1965年12月,新疆吐鲁番,全国人大代表,,新疆,大学,农学学士,石河子大学农学院,植物保护专业
热孜古丽·库拉洪,女,维吾尔族,1971年1月,新疆阿勒泰,全国人大代表,中共,新疆,大专,,塔里木农垦大学,生物专业
郭连山,男,汉族,1955年10月,河南项城,全国人大代表,中共,新疆,在职研究生,工商管理硕士,天津大学,工商管理专业
席文海,男,回族,1965年10月,陕西长安,全国人大代表,中共,新疆,在职研究生,,中央民族大学,民族经济专业
唐士晟,男,汉族,1959年12月,山东荣成,全国人大代表,中共,新疆,在职研究生,硕士,中国对外经济贸易大学,工商管理专业
黄卫,男,汉族,1961年4月,江苏通州,全国人大代表,中共,新疆,研究生,工学博士,南京工学院,道路工程专业
黄荣,男,汉族,1960年12月,广西容县,全国人大财政经济委员会委员，全国工商联专职副主席,九三学社,新疆,研究生,工学硕士,东北重型机械学院,
雪克来提·扎克尔,男,维吾尔族,1953年8月,新疆伊宁,全国人大代表,中共,新疆,大学,工商管理硕士,天津大学,工商管理
塔里哈提·吾逊,男,哈萨克族,1963年1月,新疆托里,全国人大代表,中共,新疆,省（区、市）委党校研究生,,新疆维吾尔自治区党委党校,工商管理专业
斯尔江·托合提木拉提,男,哈萨克族,1977年8月,新疆乌鲁木齐,全国人大代表,,新疆,大学,工学学士,华东石油大学,石油工程专业
董新光,男,汉族,1957年2月,山东文登,全国人大代表,民建,新疆,在职研究生,工学硕士,新疆八一农学院水利系,农田水利工程专业
曾存,男,汉族,1965年11月,四川广安,全国人大代表,中共,新疆,省（区、市）委党校研究生,,自治区党委党校,科学社会主义与国际共运专业
富春丽,女,锡伯族,1973年2月,新疆察布查尔,全国人大代表,中共,新疆,在职研究生,文学学士,新疆师范大学,中国古代文学专业
富璞岩,男,汉族,1959年3月,江苏无锡,全国人大代表,中共,新疆,在职研究生,,清华大学,EMBA专业
穆合塔拜·沙迪克,女,乌孜别克族,1973年7月,新疆伊宁,全国人大代表,中共,新疆,中等专科,,自治区工商银行干部学校,
马逢国,男,汉族,1955年7月,,全国人大代表,,香港,,,,
马豪辉,男,汉族,1951年7月,,全国人大代表,,香港,,,,
王庭聪,男,汉族,1961年10月,,全国人大代表,,香港,,,,
王敏刚,男,汉族,1949年1月,,全国人大代表,,香港,,,美国加州大学,
卢瑞安,男,汉族,1950年12月,,全国人大代表,,香港,,,,
叶国谦,男,汉族,1951年11月,,全国人大代表,,香港,,,华南师范大学,
田北辰,男,汉族,1950年8月,,全国人大代表,,香港,,,,
史美伦,女,汉族,1949年12月,,全国人大代表,,香港,,,,
刘佩琼,女,汉族,1945年12月,,全国人大代表,,香港,,,美国加州州立大学,
刘柔芬,女,汉族,1945年10月,,全国人大代表,,香港,,,美国伊利诺大学,
刘健仪,女,汉族,1947年4月,,全国人大代表,,香港,,,香港大学,
李少光,男,汉族,1948年8月,,全国人大代表,,香港,,,香港大学,
李引泉,男,汉族,1955年4月,,全国人大代表,,香港,,,中国人民银行,
杨耀忠,男,汉族,1951年11月,,全国人大代表,,香港,,,香港中文大学,
吴秋北,男,汉族,1970年2月,,全国人大代表,,香港,,,中国社会科学院,
吴亮星,男,汉族,1949年7月,,全国人大代表,,香港,,,澳门东亚大学,
张明敏,男,汉族,1956年9月,,全国人大代表,,香港,,,,
张铁夫,男,汉族,1952年5月,,全国人大代表,,香港,,,南澳大利亚大学,
陈勇,男,汉族,1969年9月,,全国人大代表,,香港,,,香港中文大学,
陈振彬,男,汉族,1957年11月,,全国人大代表,,香港,,,,
陈智思,男,汉族,1965年1月,,全国人大代表,,香港,,,,
范徐丽泰,女,汉族,1945年9月,,第十二届全国人大常委会委员，力行有限公司主席,,香港,,,香港大学,
林顺潮,男,汉族,1959年11月,,全国人大代表,,香港,,,香港中文大学,
罗范椒芬,女,汉族,1953年2月,,全国人大代表,,香港,,,哈佛大学,
郑耀棠,男,汉族,1948年10月,,全国人大代表,,香港,,,,
胡晓明,男,汉族,1954年2月,,全国人大代表,,香港,,,美国伯莱克加州大学,
姚祖辉,男,汉族,1965年10月,,全国人大代表,,香港,,,,
黄友嘉,男,汉族,1957年10月,,全国人大代表,,香港,,,美国芝加哥大学,
黄玉山,男,汉族,1949年12月,,全国人大代表,,香港,,,加拿大麦基尔大学,
雷添良,男,汉族,1954年11月,,全国人大代表,,香港,,,伦敦城市大学,
蔡素玉,女,汉族,1950年10月,,全国人大代表,,香港,,,香港大学,
蔡毅,男,汉族,1960年7月,,全国人大代表,,香港,,,上海海事大学,
廖长江,男,汉族,1957年9月,,全国人大代表,,香港,,,伦敦大学,
谭惠珠,女,汉族,1945年11月,,全国人大代表,,香港,,,伦敦大学,
颜宝铃,女,汉族,1959年11月,,全国人大代表,,香港,,,,
霍震寰,男,汉族,1949年5月,,全国人大代表,,香港,,,加拿大哥伦比亚大学,
刘艺良,男,汉族,1957年8月,,全国人大代表,,澳门,,,,
李沛霖,男,汉族,1948年3月,,全国人大代表,,澳门,,,,
何雪卿,女,汉族,1959年6月,,全国人大代表,,澳门,,,,
陆波,男,汉族,1950年3月,,全国人大代表,,澳门,,,,
林笑云,女,汉族,1949年9月,,全国人大代表,,澳门,,,,
姚鸿明,男,汉族,1948年1月,,全国人大代表,,澳门,,,,
贺一诚,男,汉族,1957年6月,,全国人大常委会委员，澳门特别行政区立法会主席,,澳门,,,,
高开贤,男,汉族,1953年1月,,全国人大代表,,澳门,,,,
容永恩,女,汉族,1956年1月,,全国人大代表,,澳门,,,,
崔世平,男,汉族,1960年5月,,全国人大代表,,澳门,,,,
梁玉华,女,汉族,1951年11月,,全国人大代表,,澳门,,,,
梁维特,男,汉族,1962年6月,,全国人大代表,,澳门,,,,
孔令智,男,汉族,1968年2月,台湾台中,全国人大代表,台盟,台湾,研究生,理学博士,江苏大学能源动力工程学院,清洁能源
朱台青,男,汉族,1962年12月,台湾台南,全国人大代表,中共,台湾,大学,工学学士,青海大学,建材非金属地勘
江尔雄,女,汉族,1967年1月,台湾彰化,全国人大代表,台盟,台湾,大学,经济学学士,厦门大学,国际贸易
杨晓红,女,汉族,1961年11月,台湾新竹,全国人大代表,台盟,台湾,研究生,教育学学士,,
汪毅夫,男,汉族,1950年3月,台湾台南,全国人大常委会委员、全国人大内务司法委员会副主任委员，台盟中央副主席，中华全国台湾同胞联谊会会长，中国侨联副主席,台盟,台湾,研究生,文学硕士,福建师范大学,中文
张晓东,男,汉族,1965年2月,台湾高雄,全国人大代表,台盟,台湾,研究生,经济学博士,武汉大学生物系,生物化学
张雄,男,汉族,1956年9月,台湾台北,全国人大代表,中共,台湾,研究生,工学博士,同济大学建筑材料系,工程成学
陈云英,女,汉族,1953年2月,台湾台北,全国人大代表,,台湾,研究生,教育学博士,美国乔治华盛顿大学,教育学
陈军,女,高山族,1959年8月,台湾台东,全国人大代表,台盟,台湾,研究生,教育学学士,北京师范大学体育系,体育教育论
陈清海,男,汉族,1953年12月,台湾台北,全国人大代表,台盟,台湾,大学,,北京师范大学,
陈蔚文,男,汉族,1950年9月,台湾新北,全国人大常委会委员，台盟中央副主席、广东省主委，广东省政协副主席，广州中医药大学副校长、学术委员会主任，南药资源教育部重点实验室主任,台盟,台湾,研究生,医学博士,广州中医药大学,中医药学
符之冠,男,汉族,1965年5月,台湾宜兰,全国人大代表,台盟,台湾,大学,工学学士,海南师范学院,生物系
廖海鹰,男,汉族,1960年7月,台南新竹,全国人大代表,,台湾,大学,医学学士,河北医学院,外科学
丁来杭,男,汉族,1957年09月,浙江杭州,全国人大代表,中共,解放军,大学,,空军第九航空学校,飞行专业
丁海春,男,汉族,1954年04月,北京市,全国人大代表,中共,解放军,研究生,经济学硕士,,
丁继业,男,汉族,1949年08月,山东青岛,原总后勤部副部长，全国人大财政经济委员会委员,中共,解放军,大学,,军事经济学院,军队财务
马伟明,男,汉族,1960年04月,江苏扬中,全国人大代表,中共,解放军,研究生,工学博士,清华大学,电机专业
马秋星,男,汉族,1953年09月,浙江建德,全国人大代表,中共,解放军,研究生,,中共河南省委党校,哲学
马晓天,男,汉族,1949年08月,河南巩义,全国人大代表,中共,解放军,大专,,空军第十二航空学校,飞行专业
王力,男,汉族,1954年10月,河北无极,全国人大代表,中共,解放军,大学,,海军通信学校,无线电通信工程
王久荣,男,汉族,1951年09月,北京市,全国人大代表,中共,解放军,大学,,第二炮兵指挥学院,军事指挥
王义,男,汉族,1954年09月,山东诸城,全国人大代表,中共,解放军,大学,,北京大学,行政管理学
王文杰,男,汉族,1954年12月,辽宁辽阳,全国人大代表,中共,解放军,大学,,沈阳师范大学,汉语言文学
王方,女,蒙古族,1983年03月,内蒙古呼和浩特,全国人大代表,中共,解放军,大学,,中央党校函授学院,法律
王东,男,汉族,1960年04月,山西寿阳,全国人大代表,中共,解放军,研究生,军事学硕士,石家庄陆军指挥学院,军事教育训练学
王东明,男,汉族,1954年07月,江苏泰兴,全国人大代表,中共,解放军,研究生,军事学硕士,国防大学,战役学
王永生,男,汉族,1952年01月,山东济南,全国人大代表,中共,解放军,研究生,,西安政治学院,法律
王华勇,男,汉族,1955年09月,湖北洪湖,全国人大代表,中共,解放军,研究生,,,
王兆宇,男,汉族,1954年10月,山东滕州,全国人大代表,中共,解放军,研究生,,中央党校,经济管理
王军,男,汉族,1978年05月,江苏盐城,全国人大代表,中共,解放军,研究生,工学博士,装甲兵工程学院,武器系统与运用工程
王国生,男,汉族,1947年02月,吉林大安,原兰州军区司令员，全国人大常委会委员、全国人大农业与农村委员会副主任委员,中共,解放军,大学,,辽宁大学,中文
王明孝,男,汉族,1964年11月,甘肃古浪,全国人大代表,中共,解放军,研究生,军事学博士,解放军信息工程大学,作战指挥学
王忠心,男,汉族,1968年09月,安徽休宁,全国人大代表,中共,解放军,大专,,第二炮兵青州士官学校,导弹发动机
王波,男,汉族,1975年01月,贵州习水,全国人大代表,中共,解放军,研究生,军事学硕士,南京政治学院,军队政治工作专业
王建民,男,汉族,1951年11月,甘肃庆阳,全国人大代表,中共,解放军,大专,,甘肃广播电视大学,汉语言
王建国,男,汉族,1965年11月,江苏盐城,全国人大代表,中共,解放军,研究生,工学博士,西安电子科技大学,电磁场与微波技术
王建昌,男,汉族,1960年06月,河北晋州,全国人大代表,中共,解放军,研究生,医学硕士,第四军医大学,医疗专业
王树,男,汉族,1958年05月,河北冀县,全国人大代表,中共,解放军,大学本科,,南京政治学院,马克思主义理论
